,SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK
4581,4.1229886808e+11,,,41.0,4.0
4582,4.12298868081e+11,,,,
4583,4.12298868082e+11,,,,
4584,4.122988681e+11,,,118.0,1.0
4585,4.12298868102e+11,,,91.0,4.0
4586,4.12298916006e+11,315.0,,87.0,3.0
4587,4.12298916023e+11,348.0,,87.0,3.0
4588,4.12298916024e+11,,,,
4589,4.12298916028e+11,415.0,,87.0,3.0
4590,4.12298916063e+11,,,,
4591,4.12298916066e+11,,,310.0,5.0
4592,4.12298916068e+11,,,,
4593,4.1229891607e+11,,,137.0,1.0
4594,4.12298916072e+11,,,115.0,5.0
4595,4.12298916093e+11,,,282.0,5.0
4596,4.12298916096e+11,,,306.0,3.0
4597,4.12300000003e+11,2000.0,,2000.0,
4598,4.12300000005e+11,,,125.0,7.0
4599,4.12300000012e+11,500.0,,250.0,
4600,4.12300000015e+11,,,125.0,7.0
4601,4.12300000019e+11,,,263.0,5.0
4602,4.12300000022e+11,0.0,,310.0,5.0
4603,4.12300000023e+11,,,394.0,6.0
4604,4.12300000024e+11,0.0,,309.0,3.0
4605,4.12300000042e+11,264.0,,100.0,
4606,4.12300000083e+11,,,118.0,1.0
4607,4.12300000108e+11,,,312.0,3.0
4608,4.12308696007e+11,,,309.0,3.0
4609,4.12308696008e+11,,,222.0,1.0
4610,4.1230869601e+11,,,,
4611,4.12308696011e+11,,,280.0,5.0
4612,4.12308696013e+11,700.0,,190.0,
4613,4.12308696014e+11,1201.0,,240.0,
4614,4.12308696016e+11,,,316.0,3.0
4615,4.12308696017e+11,,,,
4616,4.1230869602e+11,,,263.0,5.0
4617,4.12308696021e+11,,,240.0,5.0
4618,4.12308696025e+11,750.0,,25.0,
4619,4.12308696047e+11,,,87.0,3.0
4620,4.12308696048e+11,,,107.0,3.0
4621,4.12308696051e+11,,,115.0,5.0
4622,4.12308696054e+11,,,304.0,5.0
4623,4.12308696067e+11,,,309.0,3.0
4624,4.12308696068e+11,,,,
4625,4.12308696069e+11,67.0,,192.0,
4626,4.1230869607e+11,1000.0,,113.0,
4627,4.1230869608e+11,3000.0,,250.0,
4628,4.12308696086e+11,,,64.0,5.0
4629,4.12308696087e+11,,,304.0,5.0
4630,4.1230869609e+11,,,,
4631,4.12308696091e+11,,,306.0,3.0
4632,4.12308696093e+11,,,279.0,3.0
4633,4.12308696095e+11,,,279.0,3.0
4634,4.12308696096e+11,,,87.0,3.0
4635,4.12308696097e+11,,,279.0,3.0
4636,4.12308696098e+11,,,479.0,1.0
4637,4.12308696112e+11,906.0,,155.0,5.0
4638,4.12308785001e+11,,,279.0,3.0
4639,4.12308785026e+11,,,,
4640,4.12308785028e+11,,,310.0,5.0
4641,4.1230878503e+11,,,304.0,5.0
4642,4.12308785039e+11,,,,
4643,4.12308785043e+11,,,304.0,5.0
4644,4.12308785045e+11,,,260.0,5.0
4645,4.1230878505e+11,,,306.0,4.0
4646,4.12308785061e+11,,,,
4647,4.12308785063e+11,,,306.0,4.0
4648,4.12308785065e+11,,,309.0,3.0
4649,4.12308785066e+11,,,,
4650,4.12308785073e+11,,,118.0,1.0
4651,4.12308785074e+11,,,309.0,3.0
4652,4.12308785076e+11,,,306.0,4.0
4653,4.12308785077e+11,,,304.0,5.0
4654,4.12308785099e+11,,,309.0,3.0
4655,4.123087851e+11,,,316.0,3.0
4656,4.12308785101e+11,,,87.0,3.0
4657,4.12308785102e+11,,,306.0,4.0
4658,4.12308785103e+11,,,87.0,3.0
4659,4.12308785104e+11,,,107.0,3.0
4660,4.12308785107e+11,,,64.0,5.0
4661,4.12308785111e+11,,,107.0,3.0
4662,4.12308853004e+11,1000.0,,300.0,
4663,4.12308853009e+11,,,279.0,3.0
4664,4.12308853018e+11,,,240.0,5.0
4665,4.12308853027e+11,,,,
4666,4.12308853029e+11,3000.0,,350.0,
4667,4.12308853036e+11,,,,
4668,4.12308853038e+11,,,87.0,3.0
4669,4.12308853041e+11,,,41.0,4.0
4670,4.12308853044e+11,,,41.0,4.0
4671,4.12308853046e+11,,,107.0,3.0
4672,4.12308853049e+11,,,107.0,3.0
4673,4.12308853052e+11,,,306.0,4.0
4674,4.12308853059e+11,1000.0,,270.0,
4675,4.12308853062e+11,,,115.0,5.0
4676,4.12308853064e+11,,,304.0,5.0
4677,4.12308853075e+11,,,,
4678,4.12308853084e+11,1000.0,,225.0,
4679,4.12308853085e+11,,,309.0,3.0
4680,4.12308853088e+11,,,87.0,3.0
4681,4.12308853089e+11,,,304.0,5.0
4682,4.12308853092e+11,,,309.0,3.0
4683,4.12308853094e+11,,,87.0,3.0
4684,4.12308868002e+11,,,310.0,5.0
4685,4.12308868006e+11,,,310.0,5.0
4686,4.12308868031e+11,,,,
4687,4.12308868032e+11,,,107.0,3.0
4688,4.12308868033e+11,,,87.0,3.0
4689,4.12308868034e+11,,,107.0,3.0
4690,4.12308868035e+11,,,107.0,3.0
4691,4.12308868037e+11,,,,
4692,4.1230886804e+11,,,87.0,3.0
4693,4.12308868053e+11,,,,
4694,4.12308868055e+11,,,304.0,5.0
4695,4.12308868056e+11,,,304.0,5.0
4696,4.12308868057e+11,,,279.0,3.0
4697,4.12308868058e+11,,,147.0,7.0
4698,4.1230886806e+11,,,304.0,5.0
4699,4.12308868071e+11,,,306.0,4.0
4700,4.12308868072e+11,,,,
4701,4.12308868078e+11,,,279.0,3.0
4702,4.12308868079e+11,,,279.0,3.0
4703,4.12308868081e+11,,,279.0,3.0
4704,4.12308868082e+11,,,279.0,3.0
4705,4.12308868105e+11,240.0,,94.0,
4706,4.12308868106e+11,,,70.0,3.0
4707,4.12308868109e+11,,,,
4708,4.1230886811e+11,,,107.0,3.0
4709,4.12400000016e+11,,,262.0,3.0
4710,4.1240000002e+11,1676.0,,750.0,
4711,4.12408222003e+11,,,147.0,7.0
4712,4.12408222004e+11,,,147.0,7.0
4713,4.12408222005e+11,,,382.0,2.0
4714,4.12408222011e+11,,,282.0,5.0
4715,4.12408222015e+11,,,,
4716,4.12408222017e+11,740.0,,300.0,
4717,4.12408222026e+11,,,176.0,1.0
4718,4.12408222034e+11,,,176.0,1.0
4719,4.12408240002e+11,,,382.0,2.0
4720,4.12408240013e+11,,,63.0,5.0
4721,4.12408240019e+11,,,280.0,5.0
4722,4.12408240025e+11,,,,
4723,4.12408240029e+11,,,,
4724,4.1240824003e+11,,,282.0,5.0
4725,4.12408240035e+11,,,64.0,5.0
4726,4.12408818001e+11,,,64.0,5.0
4727,4.12408818006e+11,,,417.0,5.0
4728,4.12408818012e+11,,,310.0,5.0
4729,4.12408818014e+11,,,310.0,5.0
4730,4.12408818024e+11,233.0,,250.0,
4731,4.12408818027e+11,,,310.0,5.0
4732,4.12408818028e+11,,,316.0,3.0
4733,4.12408818031e+11,,,310.0,5.0
4734,4.12408818032e+11,,,310.0,5.0
4735,4.12408818033e+11,,,176.0,1.0
4736,4.12408864007e+11,,,382.0,2.0
4737,4.12408864008e+11,,,80.0,5.0
4738,4.12408864009e+11,,,316.0,6.0
4739,4.1240886401e+11,,,,
4740,4.12408864018e+11,,,147.0,7.0
4741,4.12408864021e+11,,,222.0,1.0
4742,4.12408864022e+11,,,,
4743,4.12408864023e+11,,,282.0,5.0
4744,4.12410000015e+11,5015.0,,310.0,5.0
4745,4.12410000032e+11,5015.0,,207.0,5.0
4746,4.12410000038e+11,7900.0,,282.0,5.0
4747,4.12410000049e+11,2515.0,,241.0,3.0
4748,4.12410000063e+11,2765.0,,310.0,5.0
4749,4.12410000075e+11,,,474.0,7.0
4750,4.12410000093e+11,,,280.0,5.0
4751,4.12418074003e+11,1265.0,,309.0,3.0
4752,4.12418074007e+11,,,479.0,1.0
4753,4.12418074008e+11,,,,
4754,4.12418074012e+11,,,382.0,2.0
4755,4.12418074014e+11,,,274.0,3.0
4756,4.12418074023e+11,,,304.0,5.0
4757,4.12418074027e+11,1015.0,,36.0,4.0
4758,4.12418074056e+11,,,310.0,5.0
4759,4.12418074058e+11,,,316.0,3.0
4760,4.12418074059e+11,,,241.0,3.0
4761,4.12418074092e+11,,,310.0,5.0
4762,4.12418074095e+11,,,184.0,3.0
4763,4.12418074097e+11,,,310.0,5.0
4764,4.12418074098e+11,,,282.0,5.0
4765,4.12418074099e+11,,,282.0,5.0
4766,4.12418074111e+11,,,147.0,7.0
4767,4.12418074122e+11,,,260.0,5.0
4768,4.12418118004e+11,1095.0,,474.0,7.0
4769,4.12418118031e+11,,,382.0,2.0
4770,4.12418118033e+11,,,176.0,1.0
4771,4.12418118034e+11,,,,
4772,4.12418118042e+11,,,316.0,3.0
4773,4.12418118062e+11,65.0,,463.0,6.0
4774,4.12418118066e+11,3215.0,,463.0,6.0
4775,4.12418118068e+11,,,184.0,3.0
4776,4.1241811807e+11,3015.0,,280.0,5.0
4777,4.12418118071e+11,,,,
4778,4.12418118073e+11,,,,
4779,4.12418118088e+11,,,68.0,4.0
4780,4.1241811809e+11,,,,
4781,4.12418118091e+11,,,147.0,7.0
4782,4.12418118104e+11,,,282.0,5.0
4783,4.12418118106e+11,,,222.0,1.0
4784,4.12418118108e+11,,,282.0,5.0
4785,4.12418118109e+11,,,282.0,5.0
4786,4.12418118121e+11,,,184.0,3.0
4787,4.12418240005e+11,,,348.0,5.0
4788,4.12418240009e+11,1015.0,,147.0,7.0
4789,4.12418240039e+11,,,274.0,3.0
4790,4.12418240041e+11,,,,
4791,4.12418240047e+11,,,,
4792,4.12418240048e+11,,,310.0,5.0
4793,4.12418240054e+11,,,274.0,3.0
4794,4.12418240057e+11,,,310.0,5.0
4795,4.1241824006e+11,,,310.0,5.0
4796,4.12418240061e+11,,,64.0,5.0
4797,4.12418240065e+11,,,115.0,5.0
4798,4.12418240094e+11,,,282.0,5.0
4799,4.124182401e+11,,,282.0,5.0
4800,4.12418240105e+11,252.0,,310.0,5.0
4801,4.12418240107e+11,,,463.0,6.0
4802,4.1241824011e+11,,,,
4803,4.12418240119e+11,,,,
4804,4.12418443002e+11,,,241.0,3.0
4805,4.12418443016e+11,,,113.0,3.0
4806,4.12418443018e+11,815.0,,374.0,3.0
4807,4.1241844302e+11,,,306.0,4.0
4808,4.12418443021e+11,,,,
4809,4.12418443043e+11,,,274.0,3.0
4810,4.12418443046e+11,,,310.0,5.0
4811,4.12418443051e+11,,,99.0,5.0
4812,4.12418443077e+11,,,310.0,5.0
4813,4.12418443083e+11,,,374.0,3.0
4814,4.12418443086e+11,,,374.0,3.0
4815,4.12418443089e+11,2015.0,,147.0,7.0
4816,4.12418443117e+11,1515.0,,184.0,3.0
4817,4.12418818001e+11,,,382.0,2.0
4818,4.12418818006e+11,390.0,,176.0,1.0
4819,4.12418818017e+11,,,,
4820,4.12418818019e+11,,,67.0,3.0
4821,4.12418818022e+11,165.0,,463.0,6.0
4822,4.12418818044e+11,,,463.0,6.0
4823,4.12418818064e+11,315.0,,417.0,5.0
4824,4.12418818067e+11,,,163.0,1.0
4825,4.12418818069e+11,,,274.0,3.0
4826,4.12418818072e+11,1192.0,,147.0,7.0
4827,4.12418818074e+11,,,64.0,5.0
4828,4.1241881808e+11,,,374.0,3.0
4829,4.12418818084e+11,,,463.0,6.0
4830,4.12418818112e+11,,,310.0,5.0
4831,4.12418818113e+11,,,184.0,3.0
4832,4.1241881812e+11,,,260.0,5.0
4833,4.1241885401e+11,,,310.0,5.0
4834,4.12418854011e+11,,,115.0,5.0
4835,4.12418854013e+11,,,222.0,1.0
4836,4.12418854024e+11,515.0,,147.0,7.0
4837,4.12418854026e+11,,,310.0,5.0
4838,4.12418854037e+11,,,,
4839,4.12418854045e+11,,,274.0,3.0
4840,4.12418854076e+11,,,312.0,1.0
4841,4.12418854082e+11,415.0,,312.0,3.0
4842,4.12418854085e+11,,,184.0,3.0
4843,4.12418854087e+11,765.0,,316.0,6.0
4844,4.12418854096e+11,,,184.0,3.0
4845,4.12418854114e+11,,,312.0,3.0
4846,4.12418854116e+11,,,,
4847,4.12418854118e+11,,,147.0,7.0
4848,4.12418900025e+11,,,274.0,3.0
4849,4.12418900028e+11,,,274.0,3.0
4850,4.12418900029e+11,,,113.0,3.0
4851,4.1241890003e+11,,,163.0,1.0
4852,4.12418900035e+11,,,310.0,5.0
4853,4.12418900036e+11,,,310.0,5.0
4854,4.1241890004e+11,,,312.0,3.0
4855,4.1241890005e+11,,,,
4856,4.12418900052e+11,,,274.0,3.0
4857,4.12418900053e+11,,,184.0,3.0
4858,4.12418900055e+11,,,36.0,4.0
4859,4.12418900078e+11,,,312.0,3.0
4860,4.12418900079e+11,,,274.0,3.0
4861,4.12418900081e+11,,,310.0,5.0
4862,4.12418900101e+11,1348.0,,147.0,7.0
4863,4.12418900102e+11,,,260.0,5.0
4864,4.12418900103e+11,,,184.0,3.0
4865,4.12418900115e+11,515.0,,316.0,6.0
4866,4.12420000004e+11,,,282.0,5.0
4867,4.12420000006e+11,4500.0,,1750.0,
4868,4.12420000033e+11,200.0,,850.0,
4869,4.12428214005e+11,,,310.0,5.0
4870,4.12428214007e+11,,,309.0,3.0
4871,4.12428214016e+11,,,,
4872,4.12428214018e+11,,,382.0,2.0
4873,4.12428214021e+11,,,309.0,3.0
4874,4.12428214022e+11,,,382.0,2.0
4875,4.12428214024e+11,,,310.0,5.0
4876,4.12428214031e+11,,,80.0,5.0
4877,4.12428214034e+11,,,382.0,2.0
4878,4.12428214043e+11,,,309.0,3.0
4879,4.12428214053e+11,,,382.0,2.0
4880,4.12428214054e+11,,,309.0,3.0
4881,4.12428214062e+11,,,207.0,5.0
4882,4.12428214064e+11,,,479.0,1.0
4883,4.12428214065e+11,,,309.0,3.0
4884,4.12428214066e+11,,,463.0,6.0
4885,4.12428400012e+11,,,147.0,7.0
4886,4.12428400013e+11,,,,
4887,4.12428400015e+11,,,382.0,2.0
4888,4.12428400026e+11,,,309.0,3.0
4889,4.12428400028e+11,444.0,,1213.0,3.0
4890,4.12428400029e+11,,,310.0,5.0
4891,4.12428400032e+11,,,176.0,1.0
4892,4.12428400044e+11,,,309.0,3.0
4893,4.12428400046e+11,,,176.0,1.0
4894,4.12428400047e+11,,,176.0,1.0
4895,4.12428400048e+11,,,163.0,1.0
4896,4.12428400049e+11,,,382.0,2.0
4897,4.1242840005e+11,,,382.0,2.0
4898,4.12428400051e+11,,,,
4899,4.12428400052e+11,,,382.0,2.0
4900,4.1242840084e+11,,,463.0,6.0
4901,4.12428797002e+11,,,241.0,3.0
4902,4.12428797011e+11,,,382.0,2.0
4903,4.12428797014e+11,2000.0,,474.0,7.0
4904,4.12428797019e+11,,,,
4905,4.12428797027e+11,,,163.0,1.0
4906,4.1242879703e+11,,,,
4907,4.12428797035e+11,,,309.0,3.0
4908,4.12428797039e+11,,,,
4909,4.1242879704e+11,,,479.0,1.0
4910,4.12428797041e+11,,,176.0,1.0
4911,4.12428797056e+11,,,,
4912,4.12428797057e+11,,,382.0,2.0
4913,4.12428797058e+11,,,,
4914,4.12428797059e+11,,,309.0,3.0
4915,4.12428797067e+11,,,463.0,6.0
4916,4.12428797068e+11,,,463.0,6.0
4917,4.12428797069e+11,,,382.0,2.0
4918,4.12428900001e+11,,,282.0,5.0
4919,4.12428900003e+11,,,282.0,5.0
4920,4.12428900008e+11,,,282.0,5.0
4921,4.12428900009e+11,,,,
4922,4.1242890001e+11,,,260.0,5.0
4923,4.12428900017e+11,,,,
4924,4.1242890002e+11,,,463.0,6.0
4925,4.12428900023e+11,,,374.0,3.0
4926,4.12428900025e+11,,,312.0,3.0
4927,4.12428900036e+11,,,176.0,1.0
4928,4.12428900037e+11,,,382.0,2.0
4929,4.12428900038e+11,,,163.0,1.0
4930,4.12428900042e+11,,,309.0,3.0
4931,4.12428900045e+11,,,241.0,3.0
4932,4.12428900055e+11,,,309.0,3.0
4933,4.1242890006e+11,,,382.0,2.0
4934,4.12428900063e+11,,,479.0,1.0
4935,4.12430000022e+11,1915.0,,1213.0,3.0
4936,4.12430000042e+11,,,,
4937,4.12430000046e+11,5195.0,,474.0,7.0
4938,4.12430000063e+11,681.0,,474.0,7.0
4939,4.12430000103e+11,,,309.0,3.0
4940,4.12430000115e+11,,,474.0,7.0
4941,4.12430000145e+11,2809.0,,282.0,5.0
4942,4.12430000151e+11,215.0,,304.0,5.0
4943,4.12430000162e+11,,,1213.0,3.0
4944,4.12430000168e+11,163.0,,474.0,7.0
4945,4.12438049004e+11,1015.0,,1213.0,3.0
4946,4.12438049006e+11,,,382.0,2.0
4947,4.12438049009e+11,615.0,,474.0,7.0
4948,4.12438049014e+11,,,309.0,3.0
4949,4.12438049018e+11,,,280.0,5.0
4950,4.1243804904e+11,,,282.0,5.0
4951,4.12438049061e+11,,,,
4952,4.12438049068e+11,,,309.0,3.0
4953,4.12438049079e+11,,,,
4954,4.12438049081e+11,,,310.0,5.0
4955,4.12438049083e+11,915.0,,309.0,3.0
4956,4.12438049086e+11,415.0,,160.0,5.0
4957,4.12438049101e+11,911.0,,309.0,3.0
4958,4.12438049122e+11,,,309.0,3.0
4959,4.12438049128e+11,,,280.0,5.0
4960,4.1243804913e+11,,,282.0,5.0
4961,4.12438049137e+11,,,260.0,5.0
4962,4.1243804914e+11,,,280.0,5.0
4963,4.12438049144e+11,,,163.0,1.0
4964,4.12438049146e+11,,,176.0,1.0
4965,4.12438049149e+11,,,,
4966,4.12438049152e+11,,,260.0,5.0
4967,4.12438049153e+11,1515.0,,282.0,5.0
4968,4.12438049154e+11,,,67.0,3.0
4969,4.12438049156e+11,,,26.0,4.0
4970,4.12438049181e+11,,,348.0,5.0
4971,4.12438107001e+11,,,113.0,3.0
4972,4.12438107011e+11,,,309.0,3.0
4973,4.12438107012e+11,,,115.0,5.0
4974,4.12438107016e+11,,,163.0,1.0
4975,4.12438107044e+11,,,382.0,2.0
4976,4.12438107048e+11,,,75.0,5.0
4977,4.12438107054e+11,,,240.0,5.0
4978,4.12438107082e+11,,,176.0,1.0
4979,4.12438107085e+11,,,115.0,5.0
4980,4.12438107088e+11,,,176.0,1.0
4981,4.12438107091e+11,,,176.0,1.0
4982,4.12438107124e+11,,,176.0,1.0
4983,4.12438107127e+11,,,280.0,5.0
4984,4.12438107158e+11,,,,
4985,4.12438107183e+11,,,68.0,4.0
4986,4.12438107184e+11,,,80.0,5.0
4987,4.1243839301e+11,,,176.0,1.0
4988,4.12438393015e+11,,,163.0,1.0
4989,4.12438393041e+11,1495.0,,1213.0,3.0
4990,4.12438393043e+11,,,176.0,1.0
4991,4.12438393056e+11,,,382.0,2.0
4992,4.12438393073e+11,,,163.0,1.0
4993,4.12438393074e+11,0.0,,63.0,5.0
4994,4.12438393075e+11,,,176.0,1.0
4995,4.12438393107e+11,,,282.0,5.0
4996,4.12438393112e+11,515.0,,474.0,7.0
4997,4.12438393117e+11,,,309.0,3.0
4998,4.12438393131e+11,,,309.0,3.0
4999,4.12438393133e+11,,,260.0,5.0
5000,4.12438393139e+11,163.0,,479.0,1.0
5001,4.12438393159e+11,,,309.0,3.0
5002,4.12438393167e+11,,,280.0,5.0
5003,4.12438393173e+11,,,309.0,3.0
5004,4.12438393178e+11,,,80.0,5.0
5005,4.12438565017e+11,,,304.0,5.0
5006,4.12438565023e+11,,,64.0,5.0
5007,4.12438565028e+11,,,382.0,2.0
5008,4.12438565053e+11,,,,
5009,4.12438565057e+11,,,64.0,5.0
5010,4.12438565062e+11,,,63.0,5.0
5011,4.12438565069e+11,,,310.0,5.0
5012,4.12438565078e+11,274.0,,67.0,3.0
5013,4.12438565113e+11,715.0,,474.0,7.0
5014,4.12438565116e+11,,,36.0,4.0
5015,4.12438565126e+11,,,382.0,2.0
5016,4.12438565163e+11,,,309.0,3.0
5017,4.12438565164e+11,,,67.0,3.0
5018,4.12438565165e+11,,,,
5019,4.12438565166e+11,,,309.0,3.0
5020,4.12438565182e+11,10.0,,113.0,3.0
5021,4.12438696019e+11,,,64.0,5.0
5022,4.1243869602e+11,,,49.0,4.0
5023,4.12438696021e+11,,,80.0,5.0
5024,4.12438696025e+11,515.0,,274.0,3.0
5025,4.12438696027e+11,,,75.0,5.0
5026,4.12438696037e+11,,,80.0,5.0
5027,4.12438696039e+11,,,382.0,2.0
5028,4.12438696066e+11,,,309.0,3.0
5029,4.12438696071e+11,,,309.0,3.0
5030,4.12438696089e+11,1015.0,,382.0,2.0
5031,4.12438696092e+11,,,382.0,2.0
5032,4.124386961e+11,765.0,,282.0,5.0
5033,4.12438696105e+11,,,374.0,3.0
5034,4.12438696136e+11,,,309.0,3.0
5035,4.12438696138e+11,,,75.0,5.0
5036,4.12438696143e+11,,,282.0,5.0
5037,4.12438696155e+11,1215.0,,310.0,5.0
5038,4.12438696177e+11,,,26.0,4.0
5039,4.1243869618e+11,,,,
5040,4.12438797003e+11,,,78.0,5.0
5041,4.12438797008e+11,,,63.0,5.0
5042,4.12438797013e+11,1125.0,,474.0,7.0
5043,4.12438797049e+11,163.0,,309.0,3.0
5044,4.12438797064e+11,,,115.0,5.0
5045,4.12438797072e+11,,,316.0,6.0
5046,4.12438797077e+11,,,176.0,1.0
5047,4.12438797084e+11,815.0,,1120.0,5.0
5048,4.12438797087e+11,,,309.0,3.0
5049,4.1243879709e+11,,,309.0,3.0
5050,4.1243879711e+11,,,309.0,3.0
5051,4.12438797134e+11,2015.0,,474.0,7.0
5052,4.12438797135e+11,,,147.0,7.0
5053,4.12438797141e+11,,,49.0,4.0
5054,4.12438864002e+11,,,41.0,4.0
5055,4.12438864007e+11,,,75.0,5.0
5056,4.12438864024e+11,,,67.0,3.0
5057,4.12438864026e+11,,,309.0,3.0
5058,4.12438864029e+11,,,176.0,1.0
5059,4.12438864036e+11,,,184.0,3.0
5060,4.12438864038e+11,,,163.0,1.0
5061,4.1243886406e+11,,,310.0,5.0
5062,4.12438864067e+11,,,479.0,1.0
5063,4.12438864093e+11,,,309.0,3.0
5064,4.12438864094e+11,,,382.0,2.0
5065,4.12438864095e+11,1935.0,,309.0,3.0
5066,4.12438864102e+11,,,479.0,1.0
5067,4.12438864104e+11,,,310.0,5.0
5068,4.12438864106e+11,,,382.0,2.0
5069,4.12438864108e+11,,,26.0,4.0
5070,4.12438864129e+11,,,309.0,3.0
5071,4.12438864132e+11,,,479.0,1.0
5072,4.1243886803e+11,,,382.0,2.0
5073,4.12438868031e+11,,,163.0,1.0
5074,4.12438868032e+11,,,176.0,1.0
5075,4.12438868033e+11,,,,
5076,4.12438868034e+11,75.0,,474.0,7.0
5077,4.12438868035e+11,,,382.0,2.0
5078,4.12438868052e+11,,,260.0,5.0
5079,4.12438868055e+11,,,176.0,1.0
5080,4.1243886808e+11,,,310.0,5.0
5081,4.12438868096e+11,,,,
5082,4.12438868099e+11,200.0,,309.0,3.0
5083,4.12438868118e+11,,,176.0,1.0
5084,4.12438868119e+11,,,310.0,5.0
5085,4.1243886812e+11,,,382.0,2.0
5086,4.12438868123e+11,,,69.0,5.0
5087,4.12438868142e+11,,,,
5088,4.12438868147e+11,,,280.0,5.0
5089,4.12438868148e+11,,,309.0,3.0
5090,4.1243886815e+11,,,374.0,3.0
5091,4.1243886817e+11,,,260.0,5.0
5092,4.12438868172e+11,,,41.0,4.0
5093,4.12438868174e+11,,,310.0,5.0
5094,4.12438868175e+11,,,,
5095,4.12438868179e+11,,,,
5096,4.12438900005e+11,755.0,,474.0,7.0
5097,4.12438900045e+11,,,176.0,1.0
5098,4.12438900047e+11,465.0,,474.0,7.0
5099,4.1243890005e+11,,,382.0,2.0
5100,4.12438900051e+11,,,176.0,1.0
5101,4.12438900058e+11,,,99.0,5.0
5102,4.12438900059e+11,115.0,,1213.0,3.0
5103,4.12438900065e+11,815.0,,474.0,7.0
5104,4.1243890007e+11,1495.0,,474.0,7.0
5105,4.12438900076e+11,,,260.0,5.0
5106,4.12438900097e+11,,,382.0,2.0
5107,4.12438900098e+11,,,382.0,2.0
5108,4.12438900109e+11,,,36.0,4.0
5109,4.12438900111e+11,,,163.0,1.0
5110,4.12438900114e+11,,,163.0,1.0
5111,4.12438900121e+11,65.0,,309.0,3.0
5112,4.12438900125e+11,,,479.0,1.0
5113,4.12438900157e+11,,,184.0,3.0
5114,4.1243890016e+11,,,309.0,3.0
5115,4.12438900161e+11,,,,
5116,4.12438900169e+11,,,163.0,1.0
5117,4.12438900171e+11,,,80.0,5.0
5118,4.12438900176e+11,,,282.0,5.0
5119,4.12440000091e+11,215.0,,309.0,3.0
5120,4.12440000119e+11,,,309.0,3.0
5121,4.12448237007e+11,,,78.0,5.0
5122,4.12448237009e+11,,,80.0,5.0
5123,4.12448237038e+11,1815.0,,474.0,7.0
5124,4.12448237041e+11,,,69.0,5.0
5125,4.12448237053e+11,,,260.0,5.0
5126,4.12448237055e+11,,,382.0,2.0
5127,4.12448237078e+11,,,78.0,5.0
5128,4.12448237081e+11,,,36.0,4.0
5129,4.12448237084e+11,1515.0,,207.0,5.0
5130,4.12448237114e+11,515.0,,105.0,5.0
5131,4.12448237115e+11,,,80.0,5.0
5132,4.12448240003e+11,,,80.0,5.0
5133,4.12448240006e+11,,,382.0,2.0
5134,4.1244824001e+11,67.0,,309.0,3.0
5135,4.12448240025e+11,,,,
5136,4.12448240032e+11,,,,
5137,4.12448240033e+11,,,99.0,5.0
5138,4.12448240034e+11,,,309.0,3.0
5139,4.12448240036e+11,,,207.0,5.0
5140,4.12448240048e+11,,,163.0,1.0
5141,4.12448240049e+11,,,184.0,3.0
5142,4.12448240051e+11,,,260.0,5.0
5143,4.12448240054e+11,,,,
5144,4.12448240073e+11,348.0,,382.0,2.0
5145,4.12448240074e+11,615.0,,382.0,2.0
5146,4.12448240079e+11,,,,
5147,4.1244824009e+11,,,324.0,2.0
5148,4.12448240093e+11,,,,
5149,4.12448240116e+11,,,,
5150,4.1244824012e+11,,,280.0,5.0
5151,4.12448696012e+11,,,63.0,5.0
5152,4.12448696013e+11,,,80.0,5.0
5153,4.12448696015e+11,2040.0,,260.0,5.0
5154,4.12448696016e+11,,,184.0,3.0
5155,4.12448696017e+11,,,67.0,3.0
5156,4.12448696018e+11,535.0,,382.0,2.0
5157,4.1244869602e+11,3235.0,,1213.0,3.0
5158,4.12448696022e+11,315.0,,382.0,2.0
5159,4.12448696039e+11,,,382.0,2.0
5160,4.12448696044e+11,,,309.0,3.0
5161,4.1244869605e+11,,,176.0,1.0
5162,4.12448696052e+11,,,309.0,3.0
5163,4.12448696067e+11,700.0,,382.0,2.0
5164,4.12448696088e+11,425.0,,463.0,6.0
5165,4.12448696089e+11,,,260.0,5.0
5166,4.12448696098e+11,1615.0,,474.0,7.0
5167,4.12448696107e+11,,,,
5168,4.12448696109e+11,1015.0,,382.0,2.0
5169,4.12448696123e+11,2.0,,68.0,4.0
5170,4.12448769026e+11,,,113.0,3.0
5171,4.12448769027e+11,,,,
5172,4.12448769028e+11,,,80.0,5.0
5173,4.1244876903e+11,,,296.0,3.0
5174,4.12448769031e+11,,,382.0,2.0
5175,4.12448769035e+11,,,,
5176,4.12448769046e+11,,,382.0,2.0
5177,4.12448769056e+11,,,309.0,3.0
5178,4.12448769058e+11,,,382.0,2.0
5179,4.1244876906e+11,,,176.0,1.0
5180,4.12448769061e+11,,,,
5181,4.12448769062e+11,,,,
5182,4.12448769063e+11,,,382.0,2.0
5183,4.12448769086e+11,,,479.0,1.0
5184,4.12448769087e+11,,,,
5185,4.12448769092e+11,,,41.0,4.0
5186,4.12448769101e+11,,,,
5187,4.12448769102e+11,,,64.0,5.0
5188,4.12448769104e+11,,,309.0,3.0
5189,4.12448769106e+11,,,,
5190,4.12448769118e+11,,,309.0,3.0
5191,4.12448785005e+11,,,282.0,5.0
5192,4.12448785024e+11,,,,
5193,4.12448785029e+11,,,280.0,5.0
5194,4.12448785042e+11,,,260.0,5.0
