,SERIAL,SPEND,SPENDIMPREASON,FARE,FAREK
12747,4.14238897084e+11,,,80.0,5.0
12748,4.14238897085e+11,,,86.0,3.0
12749,4.14238897086e+11,,,405.0,5.0
12750,4.14238897087e+11,,,95.0,4.0
12751,4.14238897088e+11,,,,
12752,4.14238897089e+11,,,528.0,5.0
12753,4.14240000043e+11,,,53.0,5.0
12754,4.14240000108e+11,,,147.0,7.0
12755,4.14240000128e+11,,,33.0,3.0
12756,4.14242038052e+11,,,,
12757,4.14242038053e+11,1415.0,,45.0,5.0
12758,4.14242038054e+11,,,53.0,5.0
12759,4.14242038055e+11,,,87.0,3.0
12760,4.14242038056e+11,,,70.0,5.0
12761,4.14242038081e+11,,,45.0,5.0
12762,4.14242038082e+11,,,57.0,5.0
12763,4.14242038083e+11,,,95.0,4.0
12764,4.14242038084e+11,,,87.0,3.0
12765,4.14242038092e+11,,,141.0,5.0
12766,4.14242038093e+11,,,,
12767,4.14242038094e+11,,,463.0,6.0
12768,4.14242038118e+11,178.0,,33.0,3.0
12769,4.14242038119e+11,815.0,,90.0,5.0
12770,4.1424203812e+11,,,528.0,5.0
12771,4.1424203813e+11,,,,
12772,4.14248083029e+11,,,65.0,5.0
12773,4.1424808303e+11,,,102.0,2.0
12774,4.14248083031e+11,,,121.0,6.0
12775,4.14248083032e+11,,,80.0,5.0
12776,4.14248083033e+11,,,87.0,3.0
12777,4.14248083034e+11,,,57.0,5.0
12778,4.14248083035e+11,,,528.0,5.0
12779,4.14248083036e+11,,,50.0,5.0
12780,4.14248083037e+11,,,251.0,6.0
12781,4.14248083038e+11,,,528.0,5.0
12782,4.14248083124e+11,,,463.0,6.0
12783,4.14248083125e+11,682.0,,102.0,2.0
12784,4.14248083126e+11,,,161.0,5.0
12785,4.14248209001e+11,,,95.0,4.0
12786,4.14248209002e+11,755.0,,33.0,3.0
12787,4.14248209003e+11,,,90.0,5.0
12788,4.14248209004e+11,,,72.0,3.0
12789,4.14248209005e+11,,,86.0,3.0
12790,4.14248209006e+11,,,95.0,4.0
12791,4.14248209007e+11,,,50.0,5.0
12792,4.14248209008e+11,1268.0,,90.0,5.0
12793,4.14248209009e+11,,,87.0,3.0
12794,4.1424820901e+11,1015.0,,90.0,5.0
12795,4.14248209011e+11,,,76.0,5.0
12796,4.14248209012e+11,,,45.0,5.0
12797,4.14248209103e+11,,,405.0,5.0
12798,4.14248209104e+11,,,161.0,5.0
12799,4.14248209105e+11,,,102.0,2.0
12800,4.14248209106e+11,,,463.0,6.0
12801,4.14248209107e+11,,,230.0,6.0
12802,4.14248697013e+11,,,80.0,5.0
12803,4.14248697014e+11,,,65.0,5.0
12804,4.14248697015e+11,,,,
12805,4.14248697016e+11,,,80.0,5.0
12806,4.14248697017e+11,165.0,,27.0,1.0
12807,4.14248697018e+11,,,121.0,6.0
12808,4.14248697072e+11,,,28.0,3.0
12809,4.14248697073e+11,2065.0,,141.0,5.0
12810,4.14248697074e+11,,,59.0,5.0
12811,4.14248697075e+11,95.0,,45.0,5.0
12812,4.14248697087e+11,,,76.0,5.0
12813,4.14248697088e+11,,,57.0,5.0
12814,4.14248697089e+11,,,,
12815,4.1424869709e+11,,,59.0,5.0
12816,4.14248697091e+11,,,161.0,5.0
12817,4.14248697127e+11,,,33.0,3.0
12818,4.14248697134e+11,,,528.0,5.0
12819,4.14248713057e+11,,,,
12820,4.14248713058e+11,,,66.0,4.0
12821,4.14248713059e+11,,,72.0,3.0
12822,4.1424871306e+11,,,80.0,5.0
12823,4.14248713061e+11,,,161.0,5.0
12824,4.14248713068e+11,,,90.0,5.0
12825,4.14248713069e+11,,,27.0,4.0
12826,4.1424871307e+11,228.0,,90.0,5.0
12827,4.14248713071e+11,,,80.0,5.0
12828,4.14248713085e+11,,,,
12829,4.14248713086e+11,1015.0,,59.0,5.0
12830,4.14248713114e+11,315.0,,86.0,3.0
12831,4.14248713115e+11,,,71.0,4.0
12832,4.14248713116e+11,726.0,,59.0,5.0
12833,4.14248713117e+11,2208.0,,271.0,6.0
12834,4.14248713129e+11,,,,
12835,4.14248741062e+11,,,90.0,5.0
12836,4.14248741063e+11,,,33.0,3.0
12837,4.14248741064e+11,,,80.0,5.0
12838,4.14248741065e+11,,,87.0,3.0
12839,4.14248741066e+11,,,90.0,5.0
12840,4.14248741067e+11,,,45.0,5.0
12841,4.14248741076e+11,,,118.0,6.0
12842,4.14248741077e+11,,,80.0,5.0
12843,4.14248741078e+11,,,57.0,5.0
12844,4.14248741079e+11,265.0,,45.0,5.0
12845,4.1424874108e+11,,,45.0,5.0
12846,4.14248741098e+11,8015.0,,528.0,5.0
12847,4.14248741099e+11,,,33.0,3.0
12848,4.14248857019e+11,765.0,,528.0,5.0
12849,4.1424885702e+11,,,86.0,3.0
12850,4.14248857021e+11,,,42.0,3.0
12851,4.14248857022e+11,,,80.0,5.0
12852,4.14248857023e+11,,,90.0,5.0
12853,4.14248857024e+11,,,76.0,5.0
12854,4.14248857025e+11,215.0,,160.0,6.0
12855,4.14248857026e+11,,,72.0,3.0
12856,4.14248857027e+11,0.0,,59.0,5.0
12857,4.14248857028e+11,,,59.0,5.0
12858,4.14248857095e+11,,,57.0,5.0
12859,4.14248857096e+11,,,45.0,5.0
12860,4.14248857097e+11,2215.0,,528.0,5.0
12861,4.14248889039e+11,,,,
12862,4.1424888904e+11,,,405.0,5.0
12863,4.14248889041e+11,,,80.0,5.0
12864,4.14248889042e+11,90.0,,102.0,3.0
12865,4.14248889044e+11,,,33.0,3.0
12866,4.14248889045e+11,,,121.0,6.0
12867,4.14248889046e+11,,,87.0,3.0
12868,4.14248889047e+11,,,71.0,4.0
12869,4.14248889048e+11,,,53.0,5.0
12870,4.14248889049e+11,,,71.0,4.0
12871,4.1424888905e+11,,,87.0,3.0
12872,4.14248889051e+11,,,53.0,5.0
12873,4.14248889109e+11,232.0,,45.0,5.0
12874,4.1424888911e+11,,,251.0,6.0
12875,4.14248889111e+11,,,405.0,5.0
12876,4.14248889112e+11,,,102.0,2.0
12877,4.14248889113e+11,,,463.0,6.0
12878,4.14248889121e+11,,,405.0,5.0
12879,4.14248889123e+11,,,213.0,6.0
12880,4.14250000001e+11,,,72.0,3.0
12881,4.14250000002e+11,900.0,,83.0,
12882,4.14250000008e+11,,,63.0,
12883,4.14250000018e+11,,,57.0,5.0
12884,4.14250000037e+11,115.0,,16.0,
12885,4.14250000038e+11,2035.0,,1375.0,
12886,4.14250000054e+11,,,2000.0,
12887,4.14250000055e+11,,,42.0,3.0
12888,4.14250000073e+11,,,120.0,5.0
12889,4.14250000084e+11,132.0,,15.0,
12890,4.14250000085e+11,,,121.0,6.0
12891,4.14250000102e+11,,,68.0,5.0
12892,4.14250000104e+11,0.0,,75.0,
12893,4.14250000109e+11,,,160.0,6.0
12894,4.14258083039e+11,,,90.0,5.0
12895,4.1425808304e+11,44.0,,125.0,
12896,4.14258083041e+11,,,290.0,1.0
12897,4.14258083042e+11,,,96.0,6.0
12898,4.14258083105e+11,75.0,,263.0,
12899,4.14258181056e+11,552.0,,72.0,3.0
12900,4.14258181057e+11,179.0,,25.0,
12901,4.14258181058e+11,900.0,,65.0,
12902,4.14258181059e+11,,,,
12903,4.14258181067e+11,,,,
12904,4.14258181068e+11,,,,
12905,4.14258181069e+11,,,45.0,5.0
12906,4.1425818107e+11,830.0,,375.0,
12907,4.14258181106e+11,,,96.0,6.0
12908,4.14258181112e+11,,,90.0,5.0
12909,4.14258249043e+11,,,76.0,5.0
12910,4.14258249044e+11,,,72.0,3.0
12911,4.14258249045e+11,,,57.0,5.0
12912,4.14258249046e+11,,,48.0,
12913,4.14258249047e+11,,,73.0,3.0
12914,4.1425824906e+11,,,361.0,5.0
12915,4.14258249061e+11,475.0,,238.0,
12916,4.14258249062e+11,,,103.0,6.0
12917,4.14258249063e+11,925.0,,425.0,5.0
12918,4.14258328048e+11,,,103.0,6.0
12919,4.14258328049e+11,20.0,,95.0,
12920,4.1425832805e+11,528.0,,118.0,
12921,4.14258328051e+11,,,72.0,3.0
12922,4.14258328052e+11,,,76.0,5.0
12923,4.14258328053e+11,,,33.0,3.0
12924,4.14258328081e+11,,,57.0,5.0
12925,4.14258328082e+11,867.0,,41.0,
12926,4.14258328083e+11,690.0,,44.0,4.0
12927,4.14258328095e+11,600.0,,474.0,7.0
12928,4.14258870003e+11,825.0,,88.0,
12929,4.14258870004e+11,,,,
12930,4.14258870005e+11,,,73.0,3.0
12931,4.14258870006e+11,,,,
12932,4.14258870007e+11,,,103.0,6.0
12933,4.14258870097e+11,250.0,,50.0,
12934,4.14258870098e+11,,,96.0,6.0
12935,4.14258870099e+11,1207.0,,150.0,
12936,4.142588701e+11,167.0,,35.0,
12937,4.14258870101e+11,750.0,,450.0,
12938,4.14258875024e+11,707.0,,80.0,
12939,4.14258875025e+11,338.0,,184.0,5.0
12940,4.14258875026e+11,186.0,,24.0,
12941,4.14258875027e+11,,,,
12942,4.14258875028e+11,,,330.0,3.0
12943,4.14258875029e+11,400.0,,175.0,
12944,4.1425887503e+11,,,405.0,5.0
12945,4.14258875031e+11,276.0,,19.0,
12946,4.14258875032e+11,,,96.0,6.0
12947,4.14258875033e+11,,,121.0,6.0
12948,4.14258875075e+11,,,76.0,5.0
12949,4.14258875086e+11,,,61.0,4.0
12950,4.14258875087e+11,250.0,,42.0,
12951,4.14258875088e+11,,,345.0,5.0
12952,4.14258875089e+11,,,,
12953,4.1425887509e+11,,,76.0,5.0
12954,4.14258889011e+11,1825.0,,113.0,
12955,4.14258889012e+11,,,96.0,6.0
12956,4.14258889013e+11,,,,
12957,4.14258889014e+11,,,,
12958,4.14258889015e+11,735.0,,75.0,
12959,4.14258889016e+11,,,42.0,3.0
12960,4.14258889017e+11,,,90.0,5.0
12961,4.14258889019e+11,,,,
12962,4.1425888902e+11,,,33.0,3.0
12963,4.14258889021e+11,33.0,,43.0,
12964,4.14258889022e+11,,,76.0,5.0
12965,4.14258889023e+11,,,96.0,6.0
12966,4.14258897009e+11,,,,
12967,4.1425889701e+11,,,96.0,6.0
12968,4.14258897034e+11,,,103.0,6.0
12969,4.14258897035e+11,298.0,,70.0,
12970,4.14258897036e+11,352.0,,30.0,
12971,4.14258897064e+11,345.0,,35.0,
12972,4.14258897065e+11,,,103.0,6.0
12973,4.14258897066e+11,,,,
12974,4.14258897071e+11,,,,
12975,4.14258897072e+11,,,,
12976,4.14258897074e+11,,,,
12977,4.14260000004e+11,,,,
12978,4.14268249018e+11,,,95.0,4.0
12979,4.14268249019e+11,,,72.0,3.0
12980,4.1426824902e+11,,,86.0,3.0
12981,4.14268249021e+11,,,72.0,3.0
12982,4.14268249034e+11,,,72.0,3.0
12983,4.14268249043e+11,,,161.0,5.0
12984,4.14268249044e+11,,,247.0,2.0
12985,4.14268249067e+11,,,319.0,2.0
12986,4.14268249068e+11,,,,
12987,4.142682491e+11,,,,
12988,4.14268249114e+11,,,247.0,2.0
12989,4.14268249115e+11,,,87.0,3.0
12990,4.14268249116e+11,,,132.0,4.0
12991,4.14268249117e+11,,,132.0,4.0
12992,4.14268249118e+11,,,118.0,6.0
12993,4.14268249129e+11,,,319.0,2.0
12994,4.1426824913e+11,,,319.0,2.0
12995,4.14268249131e+11,,,,
12996,4.14268249132e+11,,,80.0,5.0
12997,4.14268249154e+11,,,56.0,4.0
12998,4.14268249155e+11,,,80.0,5.0
12999,4.14268249184e+11,,,87.0,3.0
13000,4.14268249185e+11,,,132.0,4.0
13001,4.14268249193e+11,,,132.0,4.0
13002,4.14268249194e+11,,,102.0,2.0
13003,4.14268249196e+11,,,80.0,5.0
13004,4.14268713029e+11,,,45.0,5.0
13005,4.1426871303e+11,,,42.0,3.0
13006,4.14268713031e+11,,,72.0,3.0
13007,4.14268713032e+11,,,95.0,4.0
13008,4.14268713033e+11,,,73.0,4.0
13009,4.14268713069e+11,,,528.0,5.0
13010,4.1426871307e+11,515.0,,224.0,5.0
13011,4.14268713071e+11,,,,
13012,4.14268713072e+11,,,405.0,5.0
13013,4.14268713083e+11,,,147.0,7.0
13014,4.14268713084e+11,,,,
13015,4.14268713085e+11,,,118.0,6.0
13016,4.14268713119e+11,,,86.0,3.0
13017,4.1426871312e+11,,,,
13018,4.14268713121e+11,265.0,,71.0,4.0
13019,4.14268713138e+11,,,290.0,1.0
13020,4.14268713139e+11,195.0,,45.0,5.0
13021,4.1426871314e+11,,,425.0,5.0
13022,4.14268713156e+11,72.0,,132.0,4.0
13023,4.14268713157e+11,,,95.0,4.0
13024,4.14268713158e+11,,,87.0,3.0
13025,4.14268713159e+11,,,95.0,4.0
13026,4.1426871316e+11,,,90.0,5.0
13027,4.14268713166e+11,,,33.0,3.0
13028,4.14268713167e+11,,,,
13029,4.14268713168e+11,,,87.0,3.0
13030,4.1426871319e+11,,,42.0,3.0
13031,4.14268713191e+11,,,,
13032,4.14268713192e+11,,,72.0,3.0
13033,4.14268741011e+11,555.0,,68.0,5.0
13034,4.14268741012e+11,,,90.0,5.0
13035,4.14268741013e+11,,,161.0,5.0
13036,4.14268741014e+11,,,161.0,5.0
13037,4.14268741015e+11,,,247.0,2.0
13038,4.14268741016e+11,,,95.0,4.0
13039,4.14268741017e+11,,,425.0,5.0
13040,4.14268741054e+11,,,,
13041,4.14268741055e+11,,,33.0,3.0
13042,4.14268741056e+11,,,118.0,6.0
13043,4.14268741096e+11,,,87.0,3.0
13044,4.14268741097e+11,,,90.0,5.0
13045,4.14268741099e+11,,,87.0,3.0
13046,4.14268741126e+11,,,44.0,4.0
13047,4.14268741127e+11,,,102.0,3.0
13048,4.14268741128e+11,,,319.0,2.0
13049,4.14268741146e+11,,,59.0,5.0
13050,4.14268741147e+11,,,80.0,5.0
13051,4.14268741148e+11,,,33.0,3.0
13052,4.14268741149e+11,,,132.0,4.0
13053,4.14268755001e+11,35.0,,474.0,7.0
13054,4.14268755002e+11,,,27.0,1.0
13055,4.14268755003e+11,,,425.0,5.0
13056,4.14268755005e+11,,,425.0,5.0
13057,4.14268755006e+11,,,118.0,6.0
13058,4.14268755007e+11,,,463.0,6.0
13059,4.14268755008e+11,,,80.0,5.0
13060,4.14268755009e+11,,,425.0,5.0
13061,4.1426875501e+11,,,27.0,1.0
13062,4.14268755066e+11,,,425.0,5.0
13063,4.14268755107e+11,,,80.0,5.0
13064,4.14268755108e+11,,,95.0,4.0
13065,4.14268755109e+11,,,,
13066,4.1426875511e+11,282.0,,182.0,2.0
13067,4.14268755133e+11,,,44.0,4.0
13068,4.14268755134e+11,,,90.0,5.0
13069,4.14268755135e+11,415.0,,90.0,5.0
13070,4.14268755136e+11,,,405.0,5.0
13071,4.14268755137e+11,,,65.0,5.0
13072,4.14268755199e+11,,,87.0,3.0
13073,4.14268875035e+11,,,102.0,2.0
13074,4.14268875036e+11,,,102.0,2.0
13075,4.14268875037e+11,,,247.0,2.0
13076,4.14268875038e+11,,,317.0,5.0
13077,4.14268875039e+11,,,87.0,3.0
13078,4.1426887504e+11,,,247.0,2.0
13079,4.14268875041e+11,,,90.0,5.0
13080,4.14268875042e+11,,,132.0,4.0
13081,4.14268875086e+11,,,118.0,6.0
13082,4.14268875087e+11,,,90.0,5.0
13083,4.14268875088e+11,,,87.0,3.0
13084,4.14268875089e+11,,,132.0,4.0
13085,4.1426887509e+11,,,132.0,4.0
13086,4.14268875101e+11,,,80.0,5.0
13087,4.14268875102e+11,,,,
13088,4.14268875103e+11,365.0,,317.0,5.0
13089,4.14268875104e+11,200.0,,247.0,2.0
13090,4.14268875105e+11,,,425.0,5.0
13091,4.14268875106e+11,,,71.0,4.0
13092,4.14268875141e+11,,,247.0,2.0
13093,4.14268875142e+11,315.0,,528.0,5.0
13094,4.14268875143e+11,,,102.0,3.0
13095,4.14268875144e+11,,,102.0,3.0
13096,4.14268875145e+11,42.0,,59.0,5.0
13097,4.1426887515e+11,,,80.0,5.0
13098,4.14268875172e+11,,,271.0,6.0
13099,4.14268875173e+11,,,80.0,5.0
13100,4.14268875174e+11,,,132.0,4.0
13101,4.1426887518e+11,,,113.0,6.0
13102,4.14268875181e+11,,,113.0,6.0
13103,4.14268875182e+11,,,132.0,4.0
13104,4.14268875183e+11,,,132.0,4.0
13105,4.14268875201e+11,,,132.0,4.0
13106,4.14268875204e+11,,,132.0,4.0
13107,4.14268896026e+11,,,147.0,7.0
13108,4.14268896027e+11,,,86.0,3.0
13109,4.14268896028e+11,,,385.0,6.0
13110,4.14268896057e+11,,,319.0,2.0
13111,4.14268896058e+11,,,,
13112,4.14268896059e+11,82.0,,224.0,5.0
13113,4.1426889608e+11,,,161.0,5.0
13114,4.14268896081e+11,4015.0,,161.0,5.0
13115,4.14268896082e+11,,,316.0,6.0
13116,4.14268896091e+11,,,147.0,7.0
13117,4.14268896092e+11,,,45.0,5.0
13118,4.14268896093e+11,,,317.0,5.0
13119,4.14268896094e+11,,,90.0,5.0
13120,4.14268896095e+11,,,132.0,4.0
13121,4.14268896161e+11,,,161.0,5.0
13122,4.14268896162e+11,96.0,,102.0,3.0
13123,4.14268896163e+11,,,,
13124,4.14268896164e+11,,,90.0,5.0
13125,4.14268896165e+11,140.0,,102.0,3.0
13126,4.14268896186e+11,,,80.0,5.0
13127,4.14268896187e+11,,,53.0,5.0
13128,4.14268896188e+11,,,95.0,4.0
13129,4.14268896198e+11,,,113.0,6.0
13130,4.142688962e+11,,,,
13131,4.14268896203e+11,115.0,,44.0,4.0
13132,4.14268897022e+11,,,86.0,3.0
13133,4.14268897023e+11,,,42.0,3.0
13134,4.14268897024e+11,,,72.0,3.0
13135,4.14268897025e+11,,,95.0,4.0
13136,4.14268897045e+11,,,132.0,4.0
13137,4.14268897046e+11,,,87.0,3.0
13138,4.14268897047e+11,,,161.0,5.0
13139,4.14268897048e+11,,,86.0,3.0
13140,4.14268897049e+11,,,72.0,3.0
13141,4.1426889705e+11,,,247.0,2.0
13142,4.14268897051e+11,,,72.0,3.0
13143,4.14268897052e+11,,,72.0,3.0
13144,4.14268897053e+11,,,95.0,4.0
13145,4.1426889706e+11,,,247.0,2.0
13146,4.14268897061e+11,,,87.0,3.0
13147,4.14268897062e+11,,,87.0,3.0
13148,4.14268897063e+11,,,42.0,3.0
13149,4.14268897064e+11,,,87.0,3.0
13150,4.14268897065e+11,,,87.0,3.0
13151,4.14268897073e+11,,,80.0,5.0
13152,4.14268897074e+11,,,87.0,3.0
13153,4.14268897075e+11,,,87.0,3.0
13154,4.14268897076e+11,,,132.0,4.0
13155,4.14268897077e+11,,,132.0,4.0
13156,4.14268897078e+11,,,87.0,3.0
13157,4.14268897079e+11,,,132.0,4.0
13158,4.14268897111e+11,,,90.0,5.0
13159,4.14268897112e+11,,,290.0,1.0
13160,4.14268897113e+11,,,95.0,4.0
13161,4.14268897122e+11,,,,
13162,4.14268897123e+11,,,71.0,4.0
13163,4.14268897124e+11,,,102.0,3.0
13164,4.14268897125e+11,,,147.0,7.0
13165,4.14268897151e+11,,,71.0,4.0
13166,4.14268897152e+11,,,132.0,4.0
13167,4.14268897153e+11,,,95.0,4.0
13168,4.14268897169e+11,,,59.0,5.0
13169,4.1426889717e+11,,,59.0,5.0
13170,4.14268897171e+11,,,90.0,5.0
13171,4.14268897175e+11,,,87.0,3.0
13172,4.14268897176e+11,,,44.0,4.0
13173,4.14268897177e+11,,,95.0,4.0
13174,4.14268897178e+11,,,80.0,5.0
13175,4.14268897179e+11,,,132.0,4.0
13176,4.14268897202e+11,,,71.0,4.0
13177,4.14270000009e+11,15.0,,67.0,5.0
13178,4.14270000014e+11,15.0,,141.0,5.0
13179,4.14270000055e+11,,,57.0,5.0
13180,4.14270000057e+11,,,33.0,3.0
13181,4.14270000102e+11,,,33.0,3.0
13182,4.14272038044e+11,,,90.0,5.0
13183,4.14272038045e+11,515.0,,59.0,5.0
13184,4.14272038046e+11,,,45.0,5.0
13185,4.14272038047e+11,,,27.0,4.0
13186,4.14272038048e+11,1265.0,,425.0,5.0
13187,4.14272038049e+11,365.0,,141.0,5.0
13188,4.14278209001e+11,,,72.0,3.0
13189,4.14278209002e+11,,,35.0,3.0
13190,4.14278209003e+11,,,132.0,4.0
13191,4.14278209004e+11,,,72.0,3.0
13192,4.14278209006e+11,240.0,,184.0,5.0
13193,4.14278209007e+11,265.0,,141.0,5.0
13194,4.14278209008e+11,,,161.0,5.0
13195,4.14278668012e+11,,,,
13196,4.14278668015e+11,,,59.0,5.0
13197,4.14278668016e+11,,,59.0,5.0
13198,4.14278668017e+11,18.0,,141.0,5.0
13199,4.1427866809e+11,,,33.0,3.0
13200,4.14278668091e+11,,,33.0,3.0
13201,4.14278668092e+11,,,425.0,5.0
13202,4.14278668093e+11,,,102.0,3.0
13203,4.14278668106e+11,515.0,,86.0,3.0
13204,4.14278698028e+11,,,66.0,4.0
13205,4.14278698029e+11,,,27.0,4.0
13206,4.1427869803e+11,,,72.0,3.0
13207,4.14278698031e+11,,,87.0,3.0
13208,4.14278698032e+11,,,,
13209,4.14278698033e+11,,,90.0,5.0
13210,4.14278698034e+11,115.0,,141.0,5.0
13211,4.14278698037e+11,,,120.0,5.0
13212,4.14278698104e+11,1015.0,,251.0,6.0
13213,4.14278698105e+11,,,161.0,5.0
13214,4.14278857018e+11,,,72.0,3.0
13215,4.14278857019e+11,,,132.0,4.0
13216,4.1427885702e+11,,,35.0,3.0
13217,4.14278857021e+11,,,132.0,4.0
13218,4.14278857022e+11,515.0,,184.0,5.0
13219,4.14278857023e+11,,,57.0,5.0
13220,4.14278857024e+11,,,33.0,3.0
13221,4.14278857025e+11,,,90.0,5.0
13222,4.14278857026e+11,,,59.0,5.0
13223,4.14278857027e+11,145.0,,67.0,5.0
13224,4.14278857053e+11,,,87.0,3.0
13225,4.14278857087e+11,,,,
13226,4.14278857088e+11,,,425.0,5.0
13227,4.14278857115e+11,,,528.0,5.0
13228,4.14278858065e+11,415.0,,67.0,5.0
13229,4.14278858066e+11,,,425.0,5.0
13230,4.14278858067e+11,,,80.0,5.0
13231,4.14278858068e+11,,,90.0,5.0
13232,4.14278858074e+11,,,33.0,3.0
13233,4.14278858075e+11,,,59.0,5.0
13234,4.14278858076e+11,348.0,,59.0,5.0
13235,4.14278858079e+11,,,71.0,4.0
13236,4.1427885808e+11,,,,
13237,4.14278858081e+11,,,71.0,4.0
13238,4.14278858089e+11,,,425.0,5.0
13239,4.14278858095e+11,,,251.0,6.0
13240,4.14278858096e+11,,,161.0,5.0
13241,4.14278858108e+11,65.0,,141.0,5.0
13242,4.14278858109e+11,,,425.0,5.0
13243,4.1427887505e+11,,,42.0,3.0
13244,4.14278875051e+11,,,59.0,5.0
13245,4.14278875052e+11,,,54.0,4.0
13246,4.14278875054e+11,,,90.0,5.0
13247,4.14278875058e+11,,,463.0,6.0
13248,4.14278875059e+11,0.0,,35.0,3.0
13249,4.1427887506e+11,,,425.0,5.0
13250,4.14278896042e+11,,,66.0,4.0
13251,4.14278896043e+11,,,,
13252,4.14278896063e+11,,,80.0,5.0
13253,4.14278896064e+11,,,42.0,3.0
13254,4.14278896077e+11,,,87.0,3.0
13255,4.14278896078e+11,132.0,,45.0,5.0
13256,4.14278896082e+11,,,90.0,5.0
13257,4.142788961e+11,1515.0,,463.0,6.0
13258,4.14278896101e+11,,,405.0,5.0
13259,4.14278896103e+11,165.0,,33.0,3.0
13260,4.14278896107e+11,,,161.0,5.0
13261,4.14278896114e+11,,,,
13262,4.14278897038e+11,,,27.0,4.0
13263,4.14278897039e+11,,,87.0,3.0
13264,4.1427889704e+11,,,66.0,4.0
13265,4.14278897041e+11,,,54.0,4.0
13266,4.14278897069e+11,,,72.0,3.0
13267,4.1427889707e+11,,,59.0,5.0
13268,4.14278897071e+11,,,42.0,3.0
13269,4.14278897072e+11,,,57.0,5.0
13270,4.14278897073e+11,215.0,,57.0,5.0
13271,4.14278897083e+11,,,44.0,4.0
13272,4.14278897084e+11,,,86.0,3.0
13273,4.14278897085e+11,,,405.0,5.0
13274,4.14278897086e+11,,,,
13275,4.14278897097e+11,,,425.0,5.0
13276,4.14278897098e+11,,,161.0,5.0
13277,4.14278897099e+11,,,35.0,3.0
13278,4.14280000001e+11,,,319.0,2.0
13279,4.14280000002e+11,2850.0,,625.0,
13280,4.14280000003e+11,1620.0,,250.0,
13281,4.14280000006e+11,,,213.0,
13282,4.14280000019e+11,1400.0,,300.0,
13283,4.14280000021e+11,,,213.0,6.0
13284,4.14280000023e+11,0.0,,250.0,
13285,4.14280000034e+11,,,271.0,2.0
13286,4.14280000047e+11,,,327.0,6.0
13287,4.14280000059e+11,1850.0,,368.0,
13288,4.1428000006e+11,,,210.0,2.0
13289,4.14280000061e+11,,,155.0,2.0
13290,4.14280000067e+11,,,,
13291,4.1428000012e+11,,,,
13292,4.14280000122e+11,,,87.0,3.0
13293,4.1428000013e+11,,,96.0,6.0
13294,4.1428203802e+11,50.0,,132.0,
13295,4.14282038022e+11,,,33.0,3.0
13296,4.14282038024e+11,,,59.0,5.0
13297,4.14282038025e+11,,,42.0,3.0
13298,4.14282038026e+11,,,90.0,5.0
13299,4.14282038027e+11,40.0,,21.0,
13300,4.14282038028e+11,200.0,,60.0,
13301,4.14288181035e+11,908.0,,368.0,
13302,4.14288181036e+11,,,,
13303,4.14288181037e+11,,,271.0,2.0
13304,4.14288181038e+11,,,90.0,5.0
13305,4.14288181039e+11,,,90.0,5.0
13306,4.1428818104e+11,,,90.0,5.0
13307,4.14288181041e+11,,,95.0,4.0
13308,4.14288181042e+11,,,95.0,4.0
13309,4.14288181062e+11,1025.0,,251.0,6.0
13310,4.14288181063e+11,,,213.0,6.0
13311,4.14288181064e+11,3300.0,,528.0,5.0
13312,4.14288181065e+11,132.0,,121.0,
13313,4.14288181066e+11,,,,
13314,4.14288181091e+11,,,102.0,3.0
13315,4.14288181129e+11,,,103.0,6.0
13316,4.14288741046e+11,,,,
13317,4.14288741048e+11,,,268.0,6.0
13318,4.14288741049e+11,1026.0,,233.0,
13319,4.1428874105e+11,1733.0,,256.0,
13320,4.14288741051e+11,1000.0,,375.0,
13321,4.14288741052e+11,,,271.0,2.0
13322,4.14288741053e+11,550.0,,75.0,
13323,4.14288741054e+11,,,59.0,5.0
13324,4.14288741055e+11,,,45.0,5.0
13325,4.14288741092e+11,,,76.0,5.0
13326,4.14288741093e+11,,,76.0,5.0
13327,4.14288755068e+11,,,448.0,5.0
13328,4.14288755069e+11,150.0,,350.0,
13329,4.1428875507e+11,150.0,,200.0,
13330,4.14288755071e+11,,,102.0,3.0
13331,4.14288755072e+11,388.0,,225.0,
13332,4.14288755077e+11,,,90.0,5.0
13333,4.14288755078e+11,,,90.0,5.0
13334,4.14288857004e+11,,,45.0,5.0
13335,4.14288857005e+11,,,102.0,3.0
13336,4.14288857007e+11,775.0,,30.0,
13337,4.14288857008e+11,,,45.0,5.0
13338,4.14288857009e+11,,,50.0,5.0
13339,4.1428885701e+11,350.0,,50.0,
13340,4.14288857108e+11,650.0,,38.0,
13341,4.14288857111e+11,,,,
13342,4.14288857112e+11,,,57.0,5.0
13343,4.14288857113e+11,13.0,,128.0,
13344,4.14288857114e+11,,,59.0,5.0
13345,4.14288857118e+11,,,59.0,5.0
13346,4.14288857119e+11,,,73.0,3.0
13347,4.14288857123e+11,,,73.0,3.0
13348,4.14288870011e+11,355.0,,163.0,
13349,4.14288870012e+11,,,405.0,5.0
13350,4.14288870013e+11,,,448.0,5.0
13351,4.14288870014e+11,,,59.0,5.0
13352,4.14288870015e+11,,,59.0,5.0
13353,4.14288870016e+11,10.0,,87.0,
13354,4.14288870017e+11,,,102.0,3.0
13355,4.14288870018e+11,,,,
13356,4.14288870105e+11,,,56.0,4.0
13357,4.14288897032e+11,296.0,,175.0,
13358,4.14288897033e+11,2350.0,,275.0,
