,SERIAL,AGE,AM_PM_NIGHT,ANYUNDER16,APORTLATDEG,APORTLATMIN,APORTLATSEC,APORTLATNS,APORTLONDEG,APORTLONMIN,APORTLONSEC,APORTLONEW,ARRIVEDEPART,BABYFARE,BEFAF,CHANGECODE,CHILDFARE,COUNTRYVISIT,CPORTLATDEG,CPORTLATMIN,CPORTLATSEC,CPORTLATNS,CPORTLONDEG,CPORTLONMIN,CPORTLONSEC,CPORTLONEW,INTDATE,DAYTYPE,DIRECTLEG,DVEXPEND,DVFARE,DVLINECODE,DVPACKAGE,DVPACKCOST,DVPERSONS,DVPORTCODE,EXPENDCODE,EXPENDITURE,FARE,FAREK,FLOW,HAULKEY,INTENDLOS,KIDAGE,LOSKEY,MAINCONTRA,MIGSI,INTMONTH,NATIONALITY,NATIONNAME,NIGHTS1,NIGHTS2,NIGHTS3,NIGHTS4,NIGHTS5,NIGHTS6,NIGHTS7,NIGHTS8,NUMADULTS,NUMDAYS,NUMNIGHTS,NUMPEOPLE,PACKAGEHOL,PACKAGEHOLUK,PERSONS,PORTROUTE,PACKAGE,PROUTELATDEG,PROUTELATMIN,PROUTELATSEC,PROUTELATNS,PROUTELONDEG,PROUTELONMIN,PROUTELONSEC,PROUTELONEW,PURPOSE,QUARTER,RESIDENCE,RESPNSE,SEX,SHIFTNO,SHUTTLE,SINGLERETURN,TANDTSI,TICKETCOST,TOWNCODE1,TOWNCODE2,TOWNCODE3,TOWNCODE4,TOWNCODE5,TOWNCODE6,TOWNCODE7,TOWNCODE8,TRANSFER,UKFOREIGN,VEHICLE,VISITBEGAN,WELSHNIGHTS,WELSHTOWN,AM_PM_NIGHT_PV,APD_PV,ARRIVEDEPART_PV,CROSSINGS_FLAG_PV,STAYIMPCTRYLEVEL1_PV,STAYIMPCTRYLEVEL2_PV,STAYIMPCTRYLEVEL3_PV,STAYIMPCTRYLEVEL4_PV,DAY_PV,DISCNT_F1_PV,DISCNT_F2_PV,DISCNT_PACKAGE_COST_PV,DUR1_PV,DUR2_PV,DUTY_FREE_PV,FAGE_PV,FARES_IMP_ELIGIBLE_PV,FARES_IMP_FLAG_PV,FLOW_PV,FOOT_OR_VEHICLE_PV,HAUL_PV,IMBAL_CTRY_FACT_PV,IMBAL_CTRY_GRP_PV,IMBAL_ELIGIBLE_PV,IMBAL_PORT_FACT_PV,IMBAL_PORT_GRP_PV,IMBAL_PORT_SUBGRP_PV,LOS_PV,LOSDAYS_PV,MIG_FLAG_PV,MINS_CTRY_GRP_PV,MINS_CTRY_PORT_GRP_PV,MINS_FLAG_PV,MINS_NAT_GRP_PV,MINS_PORT_GRP_PV,MINS_QUALITY_PV,NR_FLAG_PV,NR_PORT_GRP_PV,OPERA_PV,OSPORT1_PV,OSPORT2_PV,OSPORT3_PV,OSPORT4_PV,PUR1_PV,PUR2_PV,PUR3_PV,PURPOSE_PV,QMFARE_PV,RAIL_CNTRY_GRP_PV,RAIL_EXERCISE_PV,RAIL_IMP_ELIGIBLE_PV,REG_IMP_ELIGIBLE_PV,SAMP_PORT_GRP_PV,SHIFT_FLAG_PV,SHIFT_PORT_GRP_PV,SPEND_IMP_FLAG_PV,SPEND_IMP_ELIGIBLE_PV,STAY_IMP_ELIGIBLE_PV,STAY_IMP_FLAG_PV,STAY_PURPOSE_GRP_PV,TOWNCODE_PV,TOWN_IMP_ELIGIBLE_PV,TYPE_PV,UK_OS_PV,UKPORT1_PV,UKPORT2_PV,UKPORT3_PV,UKPORT4_PV,UNSAMP_PORT_GRP_PV,UNSAMP_REGION_GRP_PV,WEEKDAY_END_PV,DIRECT,EXPENDITURE_WT,EXPENDITURE_WTK,FAREKEY,OVLEG,SPEND,SPEND1,SPEND2,SPEND3,SPEND4,SPEND5,SPEND6,SPEND7,SPEND8,SPEND9,SPENDIMPREASON,SPENDK,STAY,STAYK,STAY1K,STAY2K,STAY3K,STAY4K,STAY5K,STAY6K,STAY7K,STAY8K,STAY9K,STAYTLY,STAY_WT,STAY_WTK,TYPEINTERVIEW,UKLEG,VISIT_WT,VISIT_WTK,SHIFT_WT,NON_RESPONSE_WT,MINS_WT,TRAFFIC_WT,UNSAMP_TRAFFIC_WT,IMBAL_WT,FINAL_WT
194,11021080.0,6.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,5.0,1.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,11021081.0,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,4.0,1.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,11021082.0,4.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,4.0,1.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,11021083.0,,2.0,,34.0,52.0,0.0,N,33.0,38.0,,E,2.0,0.25,,,1.0,901.0,,,,,,,,,06012017,1.0,,,,30099.0,,,,901011.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,11021084.0,4.0,2.0,,40.0,5.0,0.0,N,116.0,36.0,,E,2.0,0.1,200.0,36071.0,0.8,,37.0,41.0,0.0,S,144.0,51.0,,E,06012017,1.0,,1000.0,,15601.0,,,2.0,156021.0,,1000.0,,,1.0,1.0,,,,1.0,20.0,,36.0,OZ - Australia/ Tasmania,13.0,,,,,,,,,14.0,13.0,,3.0,,2.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,36.0,1.0,1.0,1021.0,,,50.0,,1304.0,,,,,,,,0.0,2.0,,24122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,11021085.0,4.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,1.0,,,,,1.0,20.0,,156.0,CNA China (excl Taiwan),,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,156.0,3.0,2.0,1021.0,,,50.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,11021086.0,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,4.0,1.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,11021087.0,5.0,2.0,,53.0,26.0,0.0,N,6.0,15.0,,W,2.0,0.25,0.0,,1.0,,,,,,,,,,06012017,1.0,,5.0,,37201.0,,,1.0,372061.0,,5.0,,,1.0,2.0,,,,1.0,20.0,,372.0,IRL  / Ireland,,,,,,,,,,1.0,0.0,,,,1.0,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,20.0,1.0,372.0,1.0,2.0,1021.0,,,50.0,,,,,,,,,,0.0,2.0,,06012017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,11021088.0,2.0,2.0,,50.0,2.0,0.0,N,8.0,34.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,06012017,1.0,,300.0,,27608.0,,,1.0,276071.0,,300.0,,,1.0,2.0,,,,1.0,20.0,,276.0,Germany,11.0,,,,,,,,,12.0,11.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,12.0,1.0,276.0,1.0,1.0,1021.0,,,50.0,,1400.0,,,,,,,,0.0,2.0,,26122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,11021089.0,,2.0,,13.0,55.0,0.0,N,100.0,36.0,,E,2.0,0.25,,,0.8,764.0,,,,,,,,,06012017,1.0,,,,76401.0,,,,764011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,764.0,Thailand,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,11021090.0,7.0,2.0,,37.0,27.0,45.0,N,126.0,26.0,,E,2.0,0.25,0.0,608011.0,0.8,,14.0,31.0,0.0,N,121.0,1.0,,E,06012017,1.0,,3500.0,,41099.0,,,5.0,410011.0,£,3500.0,,,1.0,1.0,,,,1.0,20.0,,608.0,Philippines,16.0,,,,,,,,,17.0,16.0,,3.0,,5.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,608.0,1.0,1.0,1021.0,,,50.0,,2804.0,,,,,,,,0.0,2.0,,21122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,11021091.0,,2.0,,64.0,8.0,0.0,N,21.0,57.0,,W,2.0,0.25,,,1.0,352.0,,,,,,,,,06012017,1.0,,,,35201.0,,,,352001.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,11021092.0,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,4.0,1.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,11021093.0,2.0,2.0,,8.0,58.0,33.0,N,38.0,47.0,,E,2.0,0.25,121.0,834013.0,0.8,,3.0,22.0,1.0,S,36.0,38.0,,E,06012017,1.0,,202.0,,23101.0,,,1.0,231011.0,,202.0,,,1.0,1.0,,,,1.0,20.0,,840.0,USA/ United States America,2.0,,,,,,,,,3.0,2.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,840.0,1.0,2.0,1021.0,,,50.0,,70700.0,,,,,,,,0.0,2.0,,04012017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,11021094.0,7.0,2.0,,51.0,17.0,0.0,N,6.0,45.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,06012017,1.0,,400.0,,27611.0,,,1.0,276102.0,,400.0,,,1.0,2.0,,,,1.0,20.0,,276.0,Germany,1.0,,,,,,,,,2.0,1.0,,,,1.0,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,20.0,1.0,276.0,1.0,1.0,1021.0,,,50.0,,71000.0,,,,,,,,0.0,2.0,,05012017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,11021095.0,4.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,4.0,1.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,11021096.0,6.0,2.0,,8.0,58.0,33.0,N,38.0,47.0,,E,2.0,0.25,0.0,,0.8,,,,,,,,,,06012017,1.0,,600.0,,23101.0,,,1.0,231011.0,,600.0,,,1.0,1.0,,,,1.0,20.0,,56.0,BEG - Belgium,20.0,,,,,,,,,21.0,20.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,231.0,1.0,1.0,1021.0,,,50.0,,2302.0,,,,,,,,0.0,2.0,,17122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,11021097.0,4.0,2.0,,8.0,58.0,33.0,N,38.0,47.0,,E,2.0,0.25,0.0,710031.0,0.8,,26.0,8.0,2.0,S,28.0,14.0,,E,06012017,1.0,,115.0,,23101.0,,,1.0,231011.0,,115.0,,,1.0,1.0,,,,1.0,20.0,,710.0,RSA - South Africa,15.0,12.0,1.0,,,,,,,29.0,28.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,710.0,1.0,2.0,1021.0,,,50.0,,2900.0,2002.0,4004.0,,,,,,0.0,2.0,,09122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,11021098.0,6.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,1.0,,,,,1.0,20.0,,276.0,Germany,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,276.0,3.0,1.0,1021.0,,,50.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,11021099.0,,2.0,,48.0,21.0,17.0,N,11.0,47.0,,E,2.0,0.25,,,1.0,276.0,,,,,,,,,06012017,1.0,,,,27608.0,,,,276021.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,276.0,Germany,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,11021100.0,,2.0,,13.0,55.0,0.0,N,100.0,36.0,,E,2.0,0.25,,,0.8,36.0,,,,,,,,,06012017,1.0,,,,76401.0,,,,764011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,11021101.0,,2.0,,1.0,22.0,0.0,N,103.0,59.0,,E,2.0,0.25,,,0.8,554.0,,,,,,,,,06012017,1.0,,,,70202.0,,,,702011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,11021102.0,6.0,2.0,,55.0,37.0,0.0,N,12.0,39.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,06012017,1.0,,2700.0,,75201.0,,,4.0,208011.0,£,2700.0,,,1.0,2.0,,,,1.0,20.0,,752.0,Sweden,15.0,,,,,,,,,16.0,15.0,,3.0,,4.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,752.0,1.0,1.0,1021.0,,,50.0,,70400.0,,,,,,,,0.0,2.0,,22122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,11021103.0,0.0,2.0,,13.0,55.0,0.0,N,100.0,36.0,,E,2.0,0.25,0.0,764019.0,0.8,,17.0,0.0,0.0,N,101.0,40.0,,E,06012017,1.0,,0.0,,76401.0,,,4.0,764011.0,0,0.0,,,1.0,1.0,,10.0,,1.0,20.0,,36.0,OZ - Australia/ Tasmania,27.0,,,,,,,,,28.0,27.0,,3.0,,4.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,36.0,1.0,2.0,1021.0,,,50.0,,70500.0,,,,,,,,0.0,2.0,,10122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,11021104.0,,2.0,,13.0,55.0,0.0,N,100.0,36.0,,E,2.0,0.1,,554021.0,0.8,554.0,37.0,1.0,0.0,S,174.0,47.0,,E,06012017,1.0,,,,76401.0,,,,764011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,688.0,Serbia,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,11021105.0,2.0,2.0,,59.0,39.0,0.0,N,17.0,55.0,,E,2.0,0.25,200.0,,1.0,,,,,,,,,,06012017,1.0,,400.0,,75201.0,,,2.0,752171.0,,400.0,,,1.0,2.0,,,,1.0,20.0,,752.0,Sweden,7.0,,,,,,,,,8.0,7.0,,3.0,,2.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,10.0,1.0,752.0,1.0,2.0,1021.0,,,50.0,,72800.0,,,,,,,,0.0,2.0,,30122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,11021106.0,2.0,2.0,,26.0,8.0,2.0,S,28.0,14.0,,E,2.0,0.25,0.0,710042.0,0.8,,29.0,58.0,0.0,S,31.0,6.0,,E,06012017,1.0,,100.0,,71001.0,,,1.0,710031.0,,100.0,,,1.0,1.0,,,,1.0,20.0,,710.0,RSA - South Africa,21.0,,,,,,,,,22.0,21.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,710.0,1.0,1.0,1021.0,,,50.0,,4305.0,,,,,,,,0.0,2.0,,16122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11021107.0,0.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,,,,99.0,,,20.0,,,,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,,4.0,2.0,1021.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11021108.0,,2.0,,1.0,22.0,0.0,N,103.0,59.0,,E,2.0,0.1,,554021.0,0.8,554.0,37.0,1.0,0.0,S,174.0,47.0,,E,06012017,1.0,,,,70202.0,,,,702011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11021109.0,,2.0,,53.0,26.0,0.0,N,6.0,15.0,,W,2.0,0.25,,,1.0,372.0,,,,,,,,,06012017,1.0,,,,37201.0,,,,372061.0,,,,,2.0,2.0,1.0,,0.0,2.0,20.0,,36.0,OZ - Australia/ Tasmania,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11021110.0,,2.0,,13.0,55.0,0.0,N,100.0,36.0,,E,2.0,0.25,,,0.8,764.0,,,,,,,,,06012017,1.0,,,,15802.0,,,,764011.0,,,,,2.0,1.0,4.0,,7.0,2.0,20.0,,926.0,UK  / United Kingdom Q1,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
225,11021111.0,,2.0,,30.0,8.0,0.0,N,31.0,23.0,,E,2.0,0.1,,,0.8,818.0,,,,,,,,,06012017,1.0,,,,81801.0,,,,818011.0,,,,,2.0,1.0,1.0,,0.0,2.0,20.0,,818.0,Egypt/United Arab Rep,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,926.0,1.0,,1021.0,,,50.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11021112.0,2.0,2.0,,37.0,53.0,45.0,N,23.0,43.0,,E,2.0,0.25,0.0,,1.0,,,,,,,,,,06012017,1.0,,500.0,,30099.0,,,1.0,300011.0,,500.0,,,1.0,2.0,,,,1.0,20.0,,300.0,GCE /Greece/Crete/Rhodes,16.0,,,,,,,,,17.0,16.0,,3.0,,1.0,121.0,3.0,51.0,28.0,11.0,N,0.0,27.0,8.0,W,11.0,1.0,300.0,1.0,1.0,1021.0,,,50.0,,70800.0,,,,,,,,0.0,2.0,,21122016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11021113.0,6.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,06012017,1.0,,,,,,,,,,,,,1.0,,,,,1.0,20.0,,752.0,Sweden,,,,,,,,,,,,,,,,121.0,,51.0,28.0,11.0,N,0.0,27.0,8.0,W,,1.0,752.0,3.0,2.0,1021.0,,,50.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
